Date,H_Team,H_MP,H_FG,H_FGA,H_FG%,H_3P,H_3PA,H_3P%,H_FT,H_FTA,H_FT%,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_PTS,H_+/-,A_Team,A_MP,A_FG,A_FGA,A_FG%,A_3P,A_3PA,A_3P%,A_FT,A_FTA,A_FT%,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_PTS,A_+/-
"January 23, 2019",NYK,240,37,81,.457,11,30,.367,25,30,.833,10,38,48,15,5,7,18,23,110,,HOU,240,37,90,.411,11,44,.250,29,38,.763,15,29,44,10,15,10,12,25,114,
"January 23, 2019",MIA,240,39,83,.470,8,28,.286,13,22,.591,12,28,40,23,3,3,14,19,99,,LAC,240,45,85,.529,7,22,.318,14,21,.667,7,34,41,23,5,3,7,20,111,
"January 23, 2019",BRK,240,43,90,.478,10,32,.313,18,23,.783,12,33,45,20,7,2,16,22,114,,ORL,240,38,89,.427,11,34,.324,23,28,.821,11,31,42,22,7,11,13,19,110,
"January 23, 2019",BOS,240,45,86,.523,12,25,.480,21,23,.913,9,34,43,25,12,5,14,20,123,,CLE,240,38,87,.437,13,30,.433,14,20,.700,15,29,44,20,4,4,20,18,103,
"January 23, 2019",IND,240,40,92,.435,9,26,.346,21,25,.840,12,36,48,27,6,7,6,23,110,,TOR,240,38,92,.413,12,39,.308,18,23,.783,10,35,45,28,2,5,9,22,106,
"January 22, 2019",PHO,240,37,87,.425,7,34,.206,10,18,.556,5,29,34,23,6,9,13,17,91,,MIN,240,45,103,.437,15,42,.357,13,19,.684,20,44,64,30,7,1,14,18,118,
"January 22, 2019",DAL,240,38,81,.469,10,34,.294,20,29,.690,9,39,48,21,5,6,11,25,106,,LAC,240,33,91,.363,10,36,.278,22,29,.759,14,27,41,19,4,4,7,26,98,
"January 22, 2019",OKC,240,43,85,.506,11,23,.478,26,33,.788,9,28,37,26,16,4,10,20,123,,POR,240,43,95,.453,10,36,.278,18,22,.818,20,32,52,21,7,3,19,20,114,
"January 22, 2019",TOR,240,40,91,.440,16,40,.400,24,35,.686,12,34,46,25,7,5,16,21,120,,SAC,240,41,91,.451,7,21,.333,16,22,.727,10,33,43,29,8,7,14,27,105,
"January 21, 2019",LAL,240,42,84,.500,5,20,.250,22,38,.579,7,35,42,20,1,4,14,19,111,,GSW,240,50,98,.510,16,37,.432,14,19,.737,13,37,50,41,8,6,10,27,130,
"January 21, 2019",UTA,240,36,91,.396,7,33,.212,25,31,.806,13,35,48,21,5,8,15,19,104,,POR,240,45,90,.500,8,18,.444,11,15,.733,7,37,44,30,6,9,8,22,109,
"January 21, 2019",PHI,240,43,88,.489,8,23,.348,27,33,.818,10,45,55,21,9,14,13,22,121,,HOU,240,31,86,.360,11,42,.262,20,26,.769,6,32,38,14,9,6,12,25,93,
"January 21, 2019",BOS,240,43,87,.494,12,30,.400,9,10,.900,8,28,36,26,13,7,19,21,107,,MIA,240,36,86,.419,11,35,.314,16,18,.889,10,28,38,25,11,5,19,16,99,
"January 21, 2019",MEM,240,33,88,.375,9,35,.257,10,17,.588,10,25,35,21,10,1,11,19,85,,NOP,240,39,74,.527,9,26,.346,18,26,.692,7,43,50,19,8,7,19,17,105,
"January 21, 2019",BRK,240,45,90,.500,13,35,.371,20,24,.833,12,44,56,25,9,4,16,15,123,,SAC,240,39,93,.419,10,25,.400,6,11,.545,10,27,37,26,8,4,14,20,94,
"January 21, 2019",ATL,240,39,86,.453,9,30,.300,16,23,.696,9,35,44,23,5,3,13,24,103,,ORL,240,46,91,.505,11,29,.379,19,21,.905,9,36,45,29,8,8,11,22,122,
"January 21, 2019",WAS,240,36,79,.456,8,23,.348,21,27,.778,5,40,45,24,7,6,13,18,101,,DET,240,31,77,.403,11,34,.324,14,18,.778,2,38,40,22,5,3,17,21,87,
"January 21, 2019",MIL,240,42,91,.462,12,32,.375,20,22,.909,8,43,51,21,9,7,14,19,116,,DAL,240,41,99,.414,14,40,.350,10,17,.588,11,37,48,24,7,11,11,19,106,
"January 21, 2019",CLE,240,31,87,.356,6,27,.222,20,29,.690,11,27,38,16,8,4,14,18,88,,CHI,240,36,76,.474,15,30,.500,17,22,.773,8,42,50,24,8,2,18,26,104,
"January 21, 2019",NYK,240,39,87,.448,7,23,.304,24,32,.750,11,25,36,25,8,3,12,23,109,,OKC,240,45,83,.542,15,29,.517,22,27,.815,10,39,49,26,7,2,18,31,127,
"January 20, 2019",SAS,240,39,84,.464,8,19,.421,9,17,.529,10,41,51,21,6,8,18,25,95,,LAC,240,39,85,.459,11,21,.524,14,24,.583,4,37,41,23,11,2,11,18,103,
"January 20, 2019",MIN,240,39,91,.429,6,24,.250,32,40,.800,12,33,45,22,8,4,15,26,116,,PHO,240,40,86,.465,12,39,.308,22,32,.688,9,29,38,22,9,5,15,27,114,
"January 20, 2019",IND,240,47,100,.470,14,27,.519,12,12,1.000,12,39,51,34,10,7,8,18,120,,CHO,240,33,82,.402,12,35,.343,17,25,.680,7,37,44,20,5,6,16,14,95,
"January 19, 2019",DEN,240,50,89,.562,15,37,.405,9,11,.818,12,31,43,33,7,2,11,25,124,,CLE,240,35,72,.486,10,29,.345,22,26,.846,5,23,28,20,5,1,12,15,102,
"January 19, 2019",HOU,265,42,100,.420,25,68,.368,29,36,.806,12,27,39,23,9,4,12,27,138,,LAL,265,50,96,.521,10,37,.270,24,30,.800,13,43,56,27,6,4,15,27,134,
"January 19, 2019",CHI,240,35,89,.393,12,27,.444,21,26,.808,12,31,43,19,9,1,13,25,103,,MIA,240,45,79,.570,13,32,.406,14,23,.609,7,39,46,27,5,6,17,23,117,
"January 19, 2019",TOR,240,44,90,.489,17,36,.472,14,16,.875,8,29,37,31,19,8,10,17,119,,MEM,240,34,80,.425,10,29,.345,12,15,.800,10,32,42,21,7,3,24,13,90,
"January 19, 2019",ATL,240,40,92,.435,12,41,.293,13,14,.929,13,36,49,28,8,6,20,20,105,,BOS,240,39,88,.443,12,32,.375,23,25,.920,11,32,43,19,10,8,15,18,113,
"January 19, 2019",ORL,240,44,93,.473,14,32,.438,6,9,.667,5,27,32,31,5,3,8,15,108,,MIL,240,47,85,.553,12,30,.400,12,15,.800,4,42,46,22,7,7,13,14,118,
"January 19, 2019",IND,240,42,85,.494,8,24,.333,19,24,.792,11,34,45,23,6,4,11,22,111,,DAL,240,37,88,.420,9,37,.243,16,20,.800,14,30,44,21,5,4,13,18,99,
"January 19, 2019",DET,240,36,82,.439,10,29,.345,19,25,.760,13,33,46,21,6,2,14,23,101,,SAC,240,40,89,.449,10,25,.400,13,18,.722,11,28,39,30,5,5,11,20,103,
"January 19, 2019",CHO,240,48,88,.545,16,34,.471,23,27,.852,14,39,53,31,5,8,16,26,135,,PHO,240,39,87,.448,11,33,.333,26,33,.788,7,19,26,21,7,7,7,26,115,
"January 19, 2019",PHI,240,38,81,.469,11,32,.344,28,39,.718,12,35,47,28,6,7,17,20,115,,OKC,240,41,93,.441,12,31,.387,23,26,.885,11,34,45,20,10,6,10,24,117,
"January 18, 2019",POR,240,48,103,.466,11,34,.324,21,26,.808,18,35,53,30,8,3,6,22,128,,NOP,240,41,84,.488,8,25,.320,22,27,.815,7,34,41,23,4,6,12,24,112,
"January 18, 2019",LAC,240,31,85,.365,4,25,.160,28,35,.800,12,40,52,11,6,4,18,30,94,,GSW,240,42,86,.488,9,37,.243,19,27,.704,3,40,43,31,11,8,10,24,112,
"January 18, 2019",UTA,240,44,85,.518,13,37,.351,14,15,.933,8,40,48,33,6,5,19,22,115,,CLE,240,36,87,.414,7,24,.292,20,26,.769,6,31,37,16,9,3,14,19,99,
"January 18, 2019",MIN,240,37,84,.440,7,26,.269,32,38,.842,10,34,44,21,5,3,11,28,113,,SAS,240,41,82,.500,11,24,.458,23,29,.793,9,32,41,24,3,4,16,25,116,
"January 18, 2019",ORL,240,47,94,.500,10,26,.385,11,14,.786,12,37,49,26,5,6,13,18,115,,BRK,240,44,97,.454,19,46,.413,10,15,.667,9,32,41,24,5,5,11,19,117,
"January 18, 2019",DET,240,35,82,.427,13,33,.394,15,18,.833,8,34,42,23,7,2,11,20,98,,MIA,240,39,77,.506,10,29,.345,5,19,.263,7,38,45,25,3,6,19,20,93,
"January 18, 2019",BOS,240,44,86,.512,17,38,.447,17,22,.773,10,42,52,29,5,9,17,20,122,,MEM,240,41,92,.446,16,35,.457,18,20,.900,9,30,39,33,11,5,9,22,116,
"January 17, 2019",OKC,265,41,104,.394,22,54,.407,24,36,.667,15,29,44,31,10,4,15,22,128,,LAL,265,50,99,.505,19,40,.475,19,21,.905,14,49,63,37,11,5,23,24,138,
"January 17, 2019",DEN,240,50,96,.521,20,40,.500,15,20,.750,13,32,45,34,6,2,7,16,135,,CHI,240,44,93,.473,10,28,.357,7,11,.636,16,29,45,27,3,3,12,21,105,
"January 17, 2019",TOR,240,43,86,.500,7,28,.250,18,25,.720,9,30,39,27,8,8,14,27,111,,PHO,240,36,84,.429,9,30,.300,28,36,.778,15,31,46,18,9,8,16,21,109,
"January 17, 2019",IND,240,39,97,.402,9,29,.310,9,12,.750,12,28,40,23,9,3,12,14,96,,PHI,240,46,87,.529,18,34,.529,10,11,.909,9,42,51,38,8,6,16,10,120,
"January 17, 2019",CHO,240,39,87,.448,11,38,.289,25,29,.862,12,34,46,21,11,4,13,16,114,,SAC,240,39,88,.443,11,33,.333,6,13,.462,11,31,42,28,7,3,17,22,95,
"January 17, 2019",WAS,240,40,92,.435,7,27,.259,14,20,.700,15,36,51,23,9,2,13,10,101,,NYK,240,39,87,.448,12,29,.414,10,12,.833,6,36,42,15,6,3,14,16,100,
"January 16, 2019",LAC,240,45,98,.459,10,22,.455,9,14,.643,11,30,41,24,8,1,12,24,109,,UTA,240,44,86,.512,11,33,.333,30,37,.811,8,40,48,27,9,7,13,15,129,
"January 16, 2019",GSW,240,49,102,.480,24,49,.490,25,31,.806,10,47,57,33,8,5,10,24,147,,NOP,240,47,98,.480,19,37,.514,27,33,.818,7,42,49,36,6,5,10,23,140,
"January 16, 2019",POR,240,47,89,.528,16,29,.552,19,23,.826,7,34,41,28,1,6,4,17,129,,CLE,240,45,95,.474,6,19,.316,16,19,.842,12,29,41,17,0,5,3,18,112,
"January 16, 2019",DAL,240,37,86,.430,15,42,.357,12,16,.750,13,29,42,22,6,3,13,14,101,,SAS,240,41,83,.494,13,30,.433,10,12,.833,11,25,36,26,9,6,9,19,105,
"January 16, 2019",MEM,240,37,95,.389,10,31,.323,17,25,.680,13,35,48,29,11,9,14,15,101,,MIL,240,40,84,.476,12,34,.353,19,22,.864,5,45,50,27,9,8,15,25,111,
"January 16, 2019",HOU,265,45,105,.429,23,70,.329,29,34,.853,10,37,47,18,7,8,8,24,142,,BRK,265,56,108,.519,16,36,.444,17,22,.773,16,41,57,29,4,3,13,25,145,
"January 16, 2019",BOS,240,46,92,.500,14,30,.467,11,13,.846,14,35,49,32,7,6,14,24,117,,TOR,240,41,92,.446,7,29,.241,19,21,.905,14,28,42,20,9,2,10,14,108,
"January 16, 2019",DET,265,44,92,.478,12,30,.400,20,25,.800,14,33,47,26,4,4,10,16,120,,ORL,265,47,94,.500,14,39,.359,7,13,.538,8,29,37,29,6,3,11,21,115,
"January 15, 2019",LAL,240,38,82,.463,8,26,.308,23,34,.676,13,38,51,21,7,4,17,18,107,,CHI,240,37,92,.402,9,31,.290,17,24,.708,13,33,46,21,11,6,13,26,100,
"January 15, 2019",DEN,240,42,92,.457,14,34,.412,13,16,.813,9,27,36,30,4,3,8,12,111,,GSW,240,57,95,.600,21,39,.538,7,10,.700,12,38,50,38,6,4,10,20,142,
"January 15, 2019",MIL,240,48,96,.500,17,39,.436,11,18,.611,7,46,53,35,8,6,7,12,124,,MIA,240,36,86,.419,8,34,.235,6,8,.750,4,39,43,27,2,6,17,14,86,
"January 15, 2019",ATL,240,56,90,.622,18,37,.486,12,16,.750,10,34,44,36,8,4,18,28,142,,OKC,240,43,94,.457,9,32,.281,31,41,.756,15,25,40,22,16,3,12,18,126,
"January 15, 2019",PHI,240,55,92,.598,21,43,.488,18,21,.857,8,46,54,40,6,11,15,29,149,,MIN,240,35,90,.389,8,23,.348,29,35,.829,9,25,34,18,10,2,11,19,107,
"January 15, 2019",IND,240,46,89,.517,12,25,.480,27,36,.750,9,43,52,31,11,7,14,17,131,,PHO,240,40,95,.421,8,27,.296,9,18,.500,10,33,43,26,8,6,19,30,97,
"January 14, 2019",LAC,240,41,86,.477,18,36,.500,17,24,.708,8,42,50,34,4,7,16,21,117,,NOP,240,46,105,.438,8,25,.320,21,28,.750,15,34,49,28,8,7,6,19,121,
"January 14, 2019",SAC,240,43,87,.494,10,26,.385,19,24,.792,11,37,48,24,6,6,13,23,115,,POR,240,37,92,.402,10,31,.323,23,29,.793,17,32,49,22,6,3,14,23,107,
"January 14, 2019",UTA,240,31,80,.388,12,37,.324,26,36,.722,11,44,55,20,5,3,17,18,100,,DET,240,35,90,.389,11,36,.306,13,16,.813,5,33,38,16,13,4,9,27,94,
"January 14, 2019",SAS,240,38,82,.463,7,20,.350,10,12,.833,3,33,36,21,4,6,12,15,93,,CHO,240,43,92,.467,13,36,.361,9,11,.818,8,37,45,24,7,4,7,14,108,
"January 14, 2019",HOU,240,37,84,.440,18,48,.375,20,22,.909,7,29,36,17,12,3,13,20,112,,MEM,240,36,71,.507,10,22,.455,12,22,.545,9,34,43,31,5,5,24,20,94,
"January 14, 2019",BRK,240,37,86,.430,13,38,.342,22,25,.880,13,42,55,18,5,7,17,20,109,,BOS,240,37,91,.407,11,36,.306,17,23,.739,10,31,41,21,10,8,10,21,102,
"January 13, 2019",LAL,240,36,91,.396,7,34,.206,16,27,.593,13,38,51,21,4,5,11,22,95,,CLE,240,38,89,.427,8,21,.381,17,23,.739,10,42,52,18,5,2,10,21,101,
"January 13, 2019",DEN,240,45,81,.556,9,22,.409,17,20,.850,4,31,35,21,5,0,11,20,116,,POR,240,40,88,.455,12,34,.353,21,22,.955,8,31,39,25,5,1,9,22,113,
"January 13, 2019",DAL,240,38,91,.418,16,38,.421,22,29,.759,18,33,51,21,5,4,12,14,114,,GSW,240,45,99,.455,19,45,.422,10,12,.833,16,33,49,26,9,8,10,22,119,
"January 13, 2019",ORL,240,41,85,.482,9,24,.375,25,28,.893,12,33,45,25,6,2,11,21,116,,HOU,240,38,86,.442,10,42,.238,23,27,.852,9,29,38,20,7,1,10,21,109,
"January 13, 2019",ATL,240,39,96,.406,12,38,.316,24,30,.800,18,36,54,19,3,5,24,30,114,,MIL,240,49,92,.533,11,30,.367,24,33,.727,8,31,39,28,13,4,14,25,133,
"January 13, 2019",WAS,290,54,118,.458,19,44,.432,11,18,.611,17,34,51,36,11,7,20,28,138,,TOR,290,49,104,.471,13,36,.361,29,36,.806,17,42,59,24,16,8,21,27,140,
"January 13, 2019",NYK,240,37,86,.430,10,31,.323,21,30,.700,7,27,34,24,8,5,10,21,105,,PHI,240,40,87,.460,6,20,.300,22,30,.733,12,44,56,22,4,9,16,21,108,
"January 12, 2019",UTA,240,38,88,.432,16,45,.356,18,25,.720,10,42,52,23,6,11,13,18,110,,CHI,240,40,97,.412,7,25,.280,15,17,.882,10,37,47,24,8,7,9,19,102,
"January 12, 2019",SAC,240,41,99,.414,14,37,.378,8,12,.667,12,37,49,27,8,5,11,21,104,,CHO,240,36,88,.409,12,36,.333,13,22,.591,13,43,56,21,6,11,18,17,97,
"January 12, 2019",PHO,240,38,92,.413,8,26,.308,18,25,.720,14,35,49,29,11,9,9,19,102,,DEN,240,34,88,.386,10,31,.323,15,22,.682,13,37,50,25,7,6,15,19,93,
"January 12, 2019",OKC,240,43,93,.462,11,23,.478,25,29,.862,7,40,47,27,10,5,7,16,122,,SAS,240,44,96,.458,10,31,.323,14,20,.700,13,39,52,21,5,7,14,18,112,
"January 12, 2019",MIN,240,40,93,.430,11,39,.282,19,24,.792,15,35,50,23,7,5,13,20,110,,NOP,240,40,87,.460,5,24,.208,21,24,.875,10,38,48,22,7,8,15,20,106,
"January 12, 2019",ORL,240,36,84,.429,11,38,.289,22,24,.917,9,41,50,21,2,5,15,20,105,,BOS,240,38,90,.422,8,32,.250,19,28,.679,10,36,46,19,7,3,8,18,103,
"January 12, 2019",MIA,240,40,80,.500,15,31,.484,17,24,.708,10,28,38,25,7,4,14,23,112,,MEM,240,39,81,.481,9,29,.310,21,27,.778,10,28,38,18,9,6,10,21,108,
"January 12, 2019",LAC,240,36,74,.486,9,18,.500,23,29,.793,6,32,38,25,7,5,17,19,104,,DET,240,37,85,.435,16,37,.432,19,22,.864,14,34,48,20,12,5,16,26,109,
"January 11, 2019",GSW,240,53,92,.576,18,39,.462,22,26,.846,11,38,49,38,6,8,12,27,146,,CHI,240,35,78,.449,9,20,.450,30,34,.882,5,24,29,16,9,1,13,21,109,
"January 11, 2019",UTA,240,38,96,.396,15,42,.357,22,32,.688,15,50,65,24,9,9,16,20,113,,LAL,240,37,103,.359,5,27,.185,16,24,.667,16,39,55,14,9,5,12,23,95,
"January 11, 2019",POR,240,52,93,.559,15,40,.375,8,9,.889,7,40,47,31,10,16,9,20,127,,CHO,240,36,90,.400,13,30,.433,11,16,.688,10,33,43,23,3,2,13,10,96,
"January 11, 2019",MIN,240,47,102,.461,10,24,.417,11,13,.846,17,36,53,27,5,10,13,20,115,,DAL,240,44,97,.454,13,38,.342,18,24,.750,11,32,43,25,7,7,7,16,119,
"January 11, 2019",HOU,240,46,89,.517,20,52,.385,29,32,.906,8,37,45,28,8,9,15,18,141,,CLE,240,40,89,.449,9,33,.273,24,26,.923,6,33,39,24,12,4,13,24,113,
"January 11, 2019",TOR,240,48,105,.457,11,35,.314,15,24,.625,13,42,55,32,10,4,9,22,122,,BRK,240,37,88,.420,11,30,.367,20,30,.667,9,45,54,20,4,4,17,21,105,
"January 11, 2019",NYK,240,39,88,.443,14,39,.359,14,16,.875,8,29,37,22,8,5,16,18,106,,IND,240,49,94,.521,12,26,.462,11,11,1.000,11,36,47,30,8,1,14,15,121,
"January 11, 2019",WAS,240,40,82,.488,18,33,.545,15,20,.750,6,37,43,28,10,3,16,17,113,,MIL,240,40,89,.449,13,40,.325,13,17,.765,10,33,43,26,8,6,15,17,106,
"January 11, 2019",PHI,240,45,87,.517,11,33,.333,20,27,.741,11,19,30,31,13,4,15,23,121,,ATL,240,45,81,.556,12,25,.480,21,27,.778,15,29,44,27,7,4,21,24,123,
"January 10, 2019",SAC,240,44,86,.512,9,22,.409,15,20,.750,11,36,47,29,7,8,19,22,112,,DET,240,35,82,.427,11,38,.289,21,24,.875,9,28,37,22,13,3,19,21,102,
"January 10, 2019",SAS,290,56,99,.566,16,19,.842,26,29,.897,5,38,43,38,8,10,17,25,154,,OKC,290,58,114,.509,15,35,.429,16,24,.667,14,35,49,33,8,5,13,24,147,
"January 10, 2019",DEN,240,50,99,.505,11,28,.393,10,13,.769,15,38,53,29,7,8,9,23,121,,LAC,240,38,87,.437,6,24,.250,18,26,.692,8,30,38,21,4,6,12,16,100,
"January 10, 2019",MIA,240,46,96,.479,18,39,.462,5,8,.625,10,41,51,33,7,4,8,18,115,,BOS,240,36,89,.404,12,34,.353,15,17,.882,9,28,37,20,5,8,10,10,99,
"January 9, 2019",LAL,240,46,82,.561,8,23,.348,13,18,.722,9,38,47,30,5,6,14,17,113,,DET,240,39,86,.453,14,44,.318,8,14,.571,7,26,33,23,8,2,9,20,100,
"January 9, 2019",POR,240,47,83,.566,11,26,.423,19,21,.905,6,37,43,28,6,7,16,21,124,,CHI,240,43,93,.462,9,22,.409,17,19,.895,10,27,37,22,5,3,12,18,112,
"January 9, 2019",UTA,240,41,84,.488,12,33,.364,12,14,.857,4,40,44,24,5,3,13,20,106,,ORL,240,33,83,.398,13,33,.394,14,20,.700,7,34,41,17,6,4,11,20,93,
"January 9, 2019",DAL,240,30,70,.429,12,34,.353,32,45,.711,8,34,42,21,7,5,19,17,104,,PHO,240,36,84,.429,7,25,.280,15,21,.714,7,30,37,22,10,8,15,34,94,
"January 9, 2019",NOP,240,46,84,.548,12,29,.414,36,39,.923,11,33,44,33,7,7,16,21,140,,CLE,240,42,88,.477,14,30,.467,26,30,.867,9,22,31,27,7,3,13,30,124,
"January 9, 2019",MEM,240,37,90,.411,8,33,.242,14,20,.700,9,43,52,22,6,8,9,22,96,,SAS,240,30,83,.361,11,27,.407,15,23,.652,8,45,53,14,4,2,13,19,86,
"January 9, 2019",HOU,240,32,85,.376,18,48,.375,27,32,.844,14,32,46,19,4,7,18,18,109,,MIL,240,44,91,.484,8,27,.296,20,24,.833,10,39,49,26,11,5,13,25,116,
"January 9, 2019",BRK,240,43,95,.453,10,30,.333,20,26,.769,18,36,54,21,10,9,18,28,116,,ATL,240,36,99,.364,6,35,.171,22,25,.880,18,34,52,17,8,6,19,24,100,
"January 9, 2019",WAS,240,47,87,.540,13,27,.481,16,21,.762,11,28,39,26,16,2,18,21,123,,PHI,240,37,86,.430,8,27,.296,24,31,.774,17,29,46,23,12,3,24,20,106,
"January 9, 2019",BOS,240,50,88,.568,14,32,.438,21,24,.875,9,39,48,32,7,7,13,25,135,,IND,240,39,91,.429,9,28,.321,21,33,.636,12,27,39,26,6,0,11,18,108,
"January 8, 2019",LAC,240,48,93,.516,14,30,.467,18,21,.857,7,38,45,28,6,11,10,24,128,,CHO,240,36,90,.400,12,33,.364,25,29,.862,10,33,43,20,5,5,11,20,109,
"January 8, 2019",GSW,240,49,96,.510,14,45,.311,10,12,.833,15,34,49,36,9,10,15,14,122,,NYK,240,35,88,.398,6,24,.250,19,21,.905,9,30,39,13,11,1,16,12,95,
"January 8, 2019",PHO,240,45,88,.511,10,25,.400,15,19,.789,9,28,37,31,18,7,19,25,115,,SAC,240,38,80,.475,15,29,.517,20,29,.690,12,31,43,26,11,5,25,19,111,
"January 8, 2019",OKC,240,43,85,.506,12,30,.400,19,26,.731,10,33,43,22,4,5,16,30,117,,MIN,240,38,90,.422,11,31,.355,32,40,.800,15,27,42,25,9,4,10,23,119,
"January 8, 2019",TOR,240,37,80,.463,10,32,.313,20,27,.741,6,33,39,26,18,7,18,20,104,,ATL,240,40,87,.460,10,27,.370,11,16,.688,13,37,50,22,12,2,26,22,101,
"January 8, 2019",MIA,240,38,83,.458,8,31,.258,15,25,.600,9,29,38,24,9,8,6,18,99,,DEN,240,41,87,.471,9,27,.333,12,17,.706,15,35,50,32,2,2,16,20,103,
"January 8, 2019",PHI,240,49,88,.557,17,33,.515,17,25,.680,13,36,49,39,10,2,19,20,132,,WAS,240,42,84,.500,14,32,.438,17,21,.810,6,28,34,26,14,3,16,18,115,
"January 8, 2019",CLE,240,41,76,.539,13,29,.448,20,23,.870,8,27,35,24,4,3,16,20,115,,IND,240,49,91,.538,10,26,.385,15,19,.789,6,26,32,34,11,0,6,18,123,
"January 7, 2019",SAC,240,45,98,.459,10,34,.294,11,20,.550,9,48,57,24,11,4,9,18,111,,ORL,240,32,87,.368,13,37,.351,18,24,.750,5,41,46,15,8,1,16,15,95,
"January 7, 2019",POR,240,40,85,.471,11,31,.355,20,29,.690,12,39,51,25,7,5,14,21,111,,NYK,240,36,89,.404,7,23,.304,22,27,.815,14,34,48,18,9,2,11,19,101,
"January 7, 2019",DAL,240,36,86,.419,8,30,.267,17,24,.708,14,38,52,12,10,7,18,20,97,,LAL,240,41,94,.436,8,29,.276,17,27,.630,11,33,44,28,12,2,13,20,107,
"January 7, 2019",NOP,240,44,79,.557,6,17,.353,20,29,.690,5,35,40,27,13,4,14,18,114,,MEM,240,35,78,.449,10,30,.333,15,18,.833,6,30,36,28,5,7,18,23,95,
"January 7, 2019",MIL,240,46,98,.469,9,25,.360,13,16,.813,10,36,46,27,10,6,10,19,114,,UTA,240,36,86,.419,14,37,.378,16,23,.696,11,35,46,20,6,6,15,21,102,
"January 7, 2019",HOU,240,38,76,.500,22,47,.468,27,34,.794,4,30,34,28,8,3,15,23,125,,DEN,240,44,93,.473,7,29,.241,18,21,.857,14,32,46,26,7,3,14,21,113,
"January 7, 2019",BOS,240,47,93,.505,12,32,.375,10,12,.833,6,37,43,37,13,2,13,21,116,,BRK,240,32,79,.405,11,42,.262,20,22,.909,9,38,47,19,5,4,23,16,95,
"January 7, 2019",DET,240,42,85,.494,9,32,.281,14,17,.824,9,28,37,22,5,2,10,22,107,,SAS,240,43,79,.544,7,20,.350,26,32,.813,9,29,38,24,5,5,9,15,119,
"January 6, 2019",PHO,240,43,83,.518,10,25,.400,17,19,.895,3,33,36,23,8,4,14,25,113,,CHO,240,44,91,.484,7,25,.280,24,34,.706,14,32,46,22,9,1,15,21,119,
"January 6, 2019",TOR,240,44,85,.518,17,33,.515,16,17,.941,8,33,41,30,9,4,15,21,121,,IND,240,43,94,.457,4,17,.235,15,20,.750,12,32,44,24,8,4,14,19,105,
"January 6, 2019",OKC,240,38,88,.432,10,25,.400,12,19,.632,7,34,41,22,8,3,14,17,98,,WAS,240,44,101,.436,10,37,.270,18,22,.818,16,39,55,25,8,8,9,16,116,
"January 6, 2019",ATL,240,43,91,.473,10,24,.417,10,13,.769,14,45,59,25,7,2,17,22,106,,MIA,240,31,87,.356,5,34,.147,15,27,.556,12,29,41,23,11,7,13,17,82,
"January 6, 2019",MIN,240,41,89,.461,11,32,.344,15,21,.714,8,42,50,24,10,9,14,27,108,,LAL,240,32,87,.368,5,22,.227,17,28,.607,12,36,48,20,6,4,21,20,86,
"January 6, 2019",LAC,240,40,93,.430,8,22,.364,18,23,.783,11,42,53,20,5,5,7,21,106,,ORL,240,33,89,.371,9,31,.290,21,29,.724,13,41,54,24,6,7,12,18,96,
"January 6, 2019",CHI,240,41,88,.466,7,18,.389,11,15,.733,11,33,44,20,6,4,12,15,100,,BRK,240,42,83,.506,16,46,.348,17,22,.773,6,32,38,29,6,3,9,16,117,
"January 5, 2019",SAC,240,46,97,.474,20,36,.556,11,14,.786,14,29,43,34,12,0,8,18,123,,GSW,240,47,93,.505,21,47,.447,12,14,.857,12,35,47,29,5,8,13,16,127,
"January 5, 2019",POR,240,43,94,.457,9,28,.321,15,20,.750,17,30,47,27,7,2,9,11,110,,HOU,240,39,84,.464,13,38,.342,10,12,.833,10,30,40,13,6,5,12,22,101,
"January 5, 2019",SAS,240,36,73,.493,7,22,.318,29,35,.829,3,40,43,26,10,3,15,19,108,,MEM,240,31,82,.378,11,28,.393,15,19,.789,8,34,42,21,12,3,20,29,88,
"January 5, 2019",MIL,240,40,81,.494,14,37,.378,22,27,.815,4,34,38,29,9,2,14,20,116,,TOR,240,42,82,.512,14,31,.452,25,31,.806,4,34,38,28,9,6,11,22,123,
"January 5, 2019",CLE,240,36,88,.409,12,33,.364,14,18,.778,10,24,34,22,12,3,17,23,98,,NOP,240,47,81,.580,14,27,.519,25,29,.862,10,34,44,29,13,7,14,18,133,
"January 5, 2019",PHI,240,39,83,.470,6,26,.231,22,33,.667,8,41,49,31,7,5,10,20,106,,DAL,240,38,88,.432,9,31,.290,15,23,.652,9,40,49,27,4,3,15,23,100,
"January 5, 2019",DET,240,39,82,.476,11,25,.440,16,20,.800,5,39,44,18,7,2,18,23,105,,UTA,240,39,82,.476,7,21,.333,25,32,.781,7,35,42,24,12,6,12,23,110,
"January 5, 2019",DEN,240,47,102,.461,14,39,.359,15,20,.750,17,29,46,30,10,6,7,19,123,,CHO,240,39,82,.476,11,29,.379,21,26,.808,12,35,47,22,7,4,17,18,110,
"January 4, 2019",POR,240,41,95,.432,9,31,.290,18,21,.857,11,39,50,30,6,5,12,17,109,,OKC,240,40,94,.426,8,25,.320,23,26,.885,11,38,49,18,9,6,10,21,111,
