Date,H_Team,H_MP,H_FG,H_FGA,H_FG%,H_3P,H_3PA,H_3P%,H_FT,H_FTA,H_FT%,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_PTS,H_+/-,A_Team,A_MP,A_FG,A_FGA,A_FG%,A_3P,A_3PA,A_3P%,A_FT,A_FTA,A_FT%,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_PTS,A_+/-
"February 11, 2021",HOU,240,32,83,.386,15,50,.300,15,20,.750,8,34,42,24,7,1,13,20,94,,MIA,240,34,79,.430,15,42,.357,18,20,.900,8,41,49,24,6,3,20,21,101,
"February 11, 2021",BOS,240,39,86,.453,20,39,.513,22,28,.786,14,35,49,30,8,6,18,22,120,,TOR,240,41,83,.494,9,28,.321,15,19,.789,3,29,32,26,7,8,13,26,106,
"February 10, 2021",PHO,240,46,87,.529,15,31,.484,18,25,.720,12,35,47,25,7,2,11,19,125,,MIL,240,43,85,.506,16,37,.432,22,30,.733,10,29,39,23,6,0,9,21,124,
"February 10, 2021",LAL,265,42,89,.472,10,35,.286,20,24,.833,6,37,43,22,6,6,16,15,114,,OKC,265,47,100,.470,7,31,.226,12,14,.857,7,39,46,32,11,4,13,23,113,
"February 10, 2021",DEN,240,51,85,.600,16,36,.444,15,21,.714,4,35,39,31,12,9,11,18,133,,CLE,240,36,94,.383,8,37,.216,15,20,.750,18,31,49,25,7,7,17,18,95,
"February 10, 2021",CHI,240,48,81,.593,25,47,.532,8,11,.727,7,28,35,36,4,6,16,20,129,,NOP,240,41,81,.506,13,36,.361,21,26,.808,9,26,35,27,11,1,12,12,116,
"February 10, 2021",MIN,240,41,95,.432,15,41,.366,15,19,.789,16,27,43,29,8,8,15,24,112,,LAC,240,41,82,.500,12,23,.522,25,29,.862,11,37,48,23,9,4,15,20,119,
"February 10, 2021",MEM,240,47,94,.500,23,49,.469,13,18,.722,19,27,46,34,10,2,16,18,130,,CHO,240,45,82,.549,14,29,.483,10,12,.833,8,27,35,23,11,4,18,14,114,
"February 10, 2021",BRK,240,32,76,.421,9,31,.290,31,35,.886,9,37,46,20,2,5,12,20,104,,IND,240,36,92,.391,15,38,.395,7,11,.636,10,33,43,26,4,5,8,21,94,
"February 10, 2021",DAL,240,43,84,.512,14,35,.400,18,20,.900,4,33,37,25,3,3,9,24,118,,ATL,240,40,88,.455,14,39,.359,23,28,.821,9,33,42,27,7,4,9,20,117,
"February 10, 2021",WAS,240,42,93,.452,12,41,.293,19,23,.826,12,34,46,26,7,3,14,20,115,,TOR,240,49,93,.527,19,32,.594,20,23,.870,9,37,46,28,5,5,12,17,137,
"February 9, 2021",UTA,240,40,84,.476,18,48,.375,24,27,.889,10,31,41,28,4,7,10,22,122,,BOS,240,38,86,.442,13,29,.448,19,23,.826,11,24,35,18,2,2,8,25,108,
"February 9, 2021",SAC,240,43,99,.434,14,42,.333,11,19,.579,8,31,39,24,6,8,11,28,111,,PHI,240,41,85,.482,9,20,.450,28,35,.800,12,47,59,24,4,5,17,22,119,
"February 9, 2021",POR,240,35,90,.389,18,46,.391,18,19,.947,9,45,54,18,6,6,8,17,106,,ORL,240,37,88,.420,11,35,.314,12,22,.545,10,43,53,22,7,3,10,11,97,
"February 9, 2021",SAS,240,32,86,.372,8,24,.333,19,21,.905,8,37,45,20,2,5,14,16,91,,GSW,240,42,91,.462,17,40,.425,13,19,.684,10,40,50,26,8,4,10,19,114,
"February 9, 2021",NOP,240,47,92,.511,12,31,.387,24,28,.857,15,40,55,31,7,6,9,20,130,,HOU,240,38,91,.418,13,43,.302,12,21,.571,12,25,37,24,5,4,12,23,101,
"February 9, 2021",MIA,240,26,70,.371,14,33,.424,32,39,.821,6,32,38,21,5,6,10,14,98,,NYK,240,37,87,.425,10,28,.357,12,16,.750,11,35,46,22,8,5,14,25,96,
"February 9, 2021",DET,240,47,84,.560,13,29,.448,15,21,.714,7,30,37,28,10,6,13,16,122,,BRK,240,43,86,.500,11,30,.367,14,16,.875,8,26,34,30,8,6,15,22,111,
"February 8, 2021",LAL,265,44,95,.463,9,38,.237,22,29,.759,10,49,59,28,7,12,15,19,119,,OKC,265,43,110,.391,12,38,.316,14,19,.737,15,40,55,23,6,4,12,23,112,
"February 8, 2021",DEN,240,41,94,.436,15,36,.417,15,16,.938,8,30,38,22,5,4,9,15,112,,MIL,240,45,89,.506,16,40,.400,19,22,.864,11,39,50,24,7,7,10,19,125,
"February 8, 2021",PHO,240,47,90,.522,11,24,.458,14,19,.737,14,27,41,29,7,6,10,20,119,,CLE,240,44,86,.512,8,24,.333,17,25,.680,9,30,39,23,5,5,10,20,113,
"February 8, 2021",SAS,240,39,96,.406,11,31,.355,16,19,.842,10,36,46,24,12,6,10,16,105,,GSW,240,38,86,.442,13,37,.351,11,15,.733,6,43,49,29,4,6,20,19,100,
"February 8, 2021",DAL,240,45,87,.517,12,34,.353,25,30,.833,10,38,48,30,4,6,14,22,127,,MIN,240,42,91,.462,18,42,.429,20,28,.714,7,34,41,27,9,5,9,27,122,
"February 8, 2021",MEM,240,37,87,.425,13,39,.333,26,29,.897,19,23,42,27,7,4,15,18,113,,TOR,240,42,77,.545,20,37,.541,24,26,.923,7,30,37,28,11,2,14,24,128,
"February 8, 2021",CHI,240,36,85,.424,9,30,.300,20,24,.833,10,40,50,23,6,3,16,26,101,,WAS,240,36,86,.419,6,26,.231,27,36,.750,10,37,47,23,8,4,13,21,105,
"February 8, 2021",CHO,240,44,90,.489,19,41,.463,12,13,.923,11,40,51,28,5,6,14,15,119,,HOU,240,35,86,.407,13,47,.277,11,16,.688,8,31,39,20,9,4,11,18,94,
"February 7, 2021",LAC,240,41,99,.414,8,28,.286,20,23,.870,16,37,53,19,8,5,9,16,110,,SAC,240,46,94,.489,10,29,.345,11,15,.733,11,41,52,25,5,4,12,18,113,
"February 7, 2021",PHO,240,40,82,.488,8,29,.276,12,12,1.000,9,41,50,25,4,5,10,15,100,,BOS,240,33,93,.355,17,44,.386,8,12,.667,13,28,41,19,6,2,5,11,91,
"February 7, 2021",NYK,240,38,85,.447,16,42,.381,11,15,.733,10,34,44,23,8,2,12,20,103,,MIA,240,40,83,.482,13,35,.371,16,20,.800,6,38,44,25,6,1,11,15,109,
"February 7, 2021",IND,240,37,93,.398,8,29,.276,13,18,.722,8,37,45,23,9,6,9,22,95,,UTA,240,38,92,.413,13,42,.310,14,21,.667,16,44,60,22,2,4,14,17,103,
"February 7, 2021",CHO,240,42,99,.424,15,36,.417,20,26,.769,18,41,59,21,6,6,11,25,119,,WAS,240,34,90,.378,9,40,.225,20,28,.714,12,36,48,22,6,5,14,18,97,
"February 6, 2021",LAL,290,51,91,.560,9,19,.474,24,28,.857,9,32,41,32,12,5,23,24,135,,DET,290,45,94,.479,16,42,.381,23,28,.821,9,26,35,31,13,4,20,31,129,
"February 6, 2021",NOP,240,45,87,.517,15,33,.455,13,21,.619,8,34,42,27,3,9,7,15,118,,MEM,240,40,90,.444,13,39,.333,16,19,.842,11,34,45,27,5,5,9,17,109,
"February 6, 2021",DAL,240,44,96,.458,21,47,.447,25,30,.833,15,32,47,27,5,0,14,19,134,,GSW,240,46,86,.535,20,45,.444,20,23,.870,6,34,40,27,11,4,16,24,132,
"February 6, 2021",PHI,240,48,94,.511,10,27,.370,18,22,.818,13,38,51,27,12,4,15,15,124,,BRK,240,39,88,.443,15,41,.366,15,17,.882,8,26,34,21,6,3,17,18,108,
"February 6, 2021",OKC,240,46,90,.511,12,33,.364,16,20,.800,8,35,43,25,8,1,15,19,120,,MIN,240,47,93,.505,12,36,.333,12,22,.545,13,27,40,27,12,3,13,15,118,
"February 6, 2021",HOU,240,38,88,.432,12,38,.316,18,25,.720,6,40,46,21,5,6,12,25,106,,SAS,240,37,87,.425,8,25,.320,29,36,.806,7,37,44,22,6,7,10,18,111,
"February 6, 2021",CLE,240,39,86,.453,6,28,.214,15,21,.714,8,32,40,21,4,1,13,19,99,,MIL,240,47,86,.547,16,34,.471,14,23,.609,6,37,43,25,10,2,8,20,124,
"February 6, 2021",ATL,240,42,74,.568,19,36,.528,29,33,.879,4,39,43,31,1,10,18,25,132,,TOR,240,41,97,.423,13,38,.342,26,34,.765,14,24,38,24,9,5,6,27,121,
"February 6, 2021",ORL,240,37,95,.389,6,27,.222,12,12,1.000,15,32,47,17,5,10,11,10,92,,CHI,240,47,91,.516,15,30,.500,9,13,.692,11,36,47,28,6,10,10,12,118,
"February 6, 2021",SAC,240,44,91,.484,14,35,.400,17,24,.708,10,35,45,30,5,7,7,11,119,,DEN,240,45,97,.464,13,35,.371,11,14,.786,13,34,47,30,3,9,9,18,114,
"February 6, 2021",NYK,240,44,88,.500,13,30,.433,9,13,.692,8,43,51,20,5,5,14,19,110,,POR,240,37,89,.416,17,47,.362,8,16,.500,11,30,41,15,7,7,11,15,99,
"February 5, 2021",LAC,240,42,81,.519,14,32,.438,17,21,.810,10,37,47,26,5,4,16,17,115,,BOS,240,43,90,.478,16,38,.421,17,21,.810,9,25,34,21,8,1,6,16,119,
"February 5, 2021",PHO,240,42,85,.494,12,32,.375,13,16,.813,10,40,50,26,7,3,21,26,109,,DET,240,34,91,.374,7,36,.194,17,28,.607,17,28,45,20,8,6,13,16,92,
"February 5, 2021",OKC,240,39,85,.459,13,34,.382,12,17,.706,8,36,44,28,10,7,17,7,103,,MIN,240,41,94,.436,16,40,.400,8,9,.889,10,33,43,27,10,4,15,15,106,
"February 5, 2021",MIA,240,43,86,.500,16,36,.444,20,23,.870,9,39,48,27,9,7,16,20,122,,WAS,240,33,89,.371,8,33,.242,21,24,.875,12,28,40,19,7,9,17,20,95,
"February 5, 2021",CHO,240,48,104,.462,11,35,.314,14,17,.824,14,26,40,26,9,2,7,17,121,,UTA,240,48,87,.552,26,50,.520,16,18,.889,6,38,44,32,5,9,16,19,138,
"February 5, 2021",CLE,240,41,92,.446,11,32,.344,12,16,.750,6,30,36,23,7,9,11,19,105,,MIL,240,50,97,.515,7,22,.318,16,22,.727,13,41,54,28,6,7,11,18,123,
"February 5, 2021",BRK,240,39,80,.488,17,42,.405,22,29,.759,8,32,40,29,5,6,18,19,117,,TOR,240,49,97,.505,13,32,.406,12,14,.857,12,29,41,22,10,6,10,25,123,
"February 5, 2021",ORL,240,42,81,.519,11,27,.407,28,37,.757,10,39,49,27,5,2,15,22,123,,CHI,240,46,96,.479,9,30,.300,18,20,.900,10,30,40,27,9,5,8,22,119,
"February 5, 2021",IND,240,41,93,.441,20,42,.476,11,16,.688,10,27,37,31,9,6,10,21,113,,NOP,240,41,76,.539,13,25,.520,19,26,.731,11,39,50,23,5,6,19,17,114,
"February 4, 2021",LAL,240,46,81,.568,8,24,.333,14,22,.636,8,32,40,29,10,7,16,19,114,,DEN,240,36,92,.391,8,28,.286,13,15,.867,16,26,42,19,9,2,15,23,93,
"February 4, 2021",MEM,240,37,87,.425,12,35,.343,17,24,.708,11,32,43,28,10,6,13,15,103,,HOU,240,41,87,.471,19,45,.422,14,17,.824,8,36,44,26,8,3,14,19,115,
"February 4, 2021",PHI,240,39,81,.481,7,27,.259,20,24,.833,8,29,37,19,6,3,18,15,105,,POR,240,45,98,.459,13,31,.419,18,23,.783,19,34,53,17,8,5,11,18,121,
"February 4, 2021",DAL,240,38,92,.413,20,50,.400,20,23,.870,10,32,42,26,2,3,10,24,116,,GSW,240,51,89,.573,22,43,.512,23,27,.852,4,41,45,37,6,6,8,19,147,
"February 4, 2021",ATL,240,32,98,.327,9,31,.290,18,19,.947,18,31,49,19,8,1,11,15,91,,UTA,240,44,91,.484,13,27,.481,11,13,.846,12,40,52,19,7,4,14,20,112,
"February 3, 2021",SAC,240,42,92,.457,13,37,.351,19,23,.826,12,32,44,23,7,2,10,19,116,,BOS,240,39,86,.453,11,33,.333,22,29,.759,11,34,45,28,9,3,13,21,111,
"February 3, 2021",NOP,240,46,90,.511,14,33,.424,17,21,.810,12,32,44,30,7,3,7,20,123,,PHO,240,38,82,.463,8,35,.229,17,20,.850,11,28,39,26,3,6,14,18,101,
"February 3, 2021",SAS,240,43,96,.448,7,26,.269,18,24,.750,7,38,45,28,5,6,7,13,111,,MIN,240,43,94,.457,13,33,.394,9,11,.818,9,40,49,22,6,9,10,21,108,
"February 3, 2021",OKC,240,36,83,.434,10,33,.303,22,26,.846,5,46,51,19,13,5,21,14,104,,HOU,240,33,86,.384,12,46,.261,9,13,.692,5,36,41,21,11,4,20,18,87,
"February 3, 2021",MIA,240,36,83,.434,12,35,.343,16,22,.727,9,35,44,24,11,2,13,21,100,,WAS,240,35,84,.417,15,37,.405,18,25,.720,14,35,49,20,6,5,17,17,103,
"February 3, 2021",CLE,240,41,92,.446,4,10,.400,13,17,.765,11,26,37,21,8,6,8,14,99,,LAC,240,44,79,.557,20,34,.588,13,17,.765,8,38,46,22,4,6,14,20,121,
"February 3, 2021",CHI,240,43,88,.489,6,36,.167,11,16,.688,6,32,38,25,11,3,9,14,103,,NYK,240,43,89,.483,11,22,.500,10,15,.667,11,36,47,19,5,4,17,18,107,
"February 3, 2021",ATL,240,45,90,.500,14,38,.368,12,17,.706,13,33,46,31,6,4,16,20,116,,DAL,240,43,93,.462,13,40,.325,23,25,.920,13,32,45,27,8,7,10,19,122,
"February 3, 2021",MIL,240,48,102,.471,21,48,.438,13,14,.929,11,42,53,33,13,7,12,11,130,,IND,240,43,95,.453,11,34,.324,13,15,.867,8,38,46,28,7,6,14,13,110,
"February 3, 2021",CHO,240,39,87,.448,14,37,.378,19,23,.826,10,27,37,28,5,4,16,22,111,,PHI,240,41,79,.519,10,24,.417,26,32,.813,10,30,40,23,9,6,18,21,118,
"February 2, 2021",UTA,240,38,82,.463,16,42,.381,25,29,.862,8,36,44,23,9,6,13,17,117,,DET,240,39,93,.419,9,27,.333,18,20,.900,12,34,46,18,7,5,15,21,105,
"February 2, 2021",GSW,240,38,83,.458,15,37,.405,16,23,.696,6,30,36,30,9,4,11,23,107,,BOS,240,39,84,.464,13,34,.382,20,27,.741,12,39,51,16,3,4,15,20,111,
"February 2, 2021",WAS,240,46,83,.554,16,40,.400,13,17,.765,6,33,39,32,2,5,13,21,121,,POR,240,44,95,.463,21,46,.457,23,23,1.000,14,30,44,19,6,1,9,19,132,
"February 2, 2021",IND,240,49,82,.598,16,29,.552,20,29,.690,9,33,42,30,8,8,18,19,134,,MEM,240,42,93,.452,9,25,.360,23,24,.958,10,26,36,27,11,7,16,22,116,
"February 2, 2021",BRK,240,45,79,.570,13,31,.419,21,26,.808,6,38,44,25,6,4,16,17,124,,LAC,240,45,99,.455,15,36,.417,15,17,.882,11,28,39,21,12,5,8,18,120,
"February 2, 2021",ORL,240,41,89,.461,14,38,.368,12,14,.857,9,37,46,24,4,4,16,22,108,,TOR,240,40,83,.482,20,45,.444,23,25,.920,6,34,40,32,14,4,11,18,123,
"February 1, 2021",SAS,240,37,89,.416,13,37,.351,15,22,.682,10,32,42,28,8,7,14,13,102,,MEM,240,52,93,.559,15,30,.500,14,18,.778,10,43,53,37,11,11,9,16,133,
"February 1, 2021",DAL,240,37,86,.430,10,32,.313,24,25,.960,7,35,42,16,9,7,14,17,108,,PHO,240,43,92,.467,13,35,.371,10,12,.833,11,34,45,19,7,3,16,24,109,
"February 1, 2021",OKC,240,39,89,.438,13,34,.382,15,19,.789,8,37,45,21,8,8,16,13,106,,HOU,240,49,102,.480,28,52,.538,10,11,.909,10,40,50,30,8,6,11,20,136,
"February 1, 2021",NOP,240,40,101,.396,9,30,.300,20,24,.833,17,29,46,22,11,5,10,22,109,,SAC,240,42,88,.477,14,43,.326,20,26,.769,13,39,52,31,3,8,20,18,118,
"February 1, 2021",MIL,240,53,96,.552,21,42,.500,7,12,.583,9,44,53,38,10,7,12,13,134,,POR,240,39,104,.375,15,42,.357,13,13,1.000,14,31,45,19,8,6,11,10,106,
"February 1, 2021",CLE,240,35,84,.417,7,22,.318,23,31,.742,15,37,52,26,4,12,13,12,100,,MIN,240,40,102,.392,11,38,.289,7,11,.636,15,30,45,20,4,1,8,21,98,
"February 1, 2021",CHI,240,42,88,.477,11,34,.324,15,20,.750,7,33,40,30,3,1,12,19,110,,NYK,240,37,87,.425,6,29,.207,22,26,.846,11,34,45,21,6,6,11,19,102,
"February 1, 2021",MIA,265,43,91,.473,19,46,.413,16,25,.640,10,38,48,28,8,7,15,26,121,,CHO,265,43,95,.453,21,41,.512,22,26,.846,13,31,44,31,6,4,11,22,129,
"February 1, 2021",ATL,240,37,78,.474,11,29,.379,14,17,.824,6,30,36,27,8,3,17,21,99,,LAL,240,40,77,.519,7,23,.304,20,24,.833,4,27,31,24,10,7,11,20,107,
"January 31, 2021",MIN,240,41,91,.451,16,40,.400,11,15,.733,7,27,34,24,10,11,8,25,109,,CLE,240,41,84,.488,4,16,.250,18,23,.783,10,45,55,20,3,3,19,14,104,
"January 31, 2021",WAS,240,56,108,.519,12,39,.308,25,32,.781,11,28,39,24,10,2,7,22,149,,BRK,240,50,88,.568,19,36,.528,27,33,.818,7,38,45,33,6,5,17,24,146,
"January 31, 2021",TOR,240,41,90,.456,12,39,.308,21,22,.955,9,39,48,27,8,5,11,22,115,,ORL,240,33,82,.402,13,36,.361,23,28,.821,6,36,42,22,8,5,10,18,102,
"January 31, 2021",IND,240,41,84,.488,10,28,.357,18,22,.818,9,32,41,21,6,7,17,25,110,,PHI,240,45,92,.489,8,26,.308,21,31,.677,14,30,44,20,9,8,12,21,119,
"January 31, 2021",DEN,240,47,87,.540,18,28,.643,16,19,.842,7,32,39,28,8,2,8,27,128,,UTA,240,32,75,.427,20,47,.426,33,39,.846,10,28,38,28,3,4,14,21,117,
"January 31, 2021",NYK,240,41,85,.482,10,27,.370,23,28,.821,10,26,36,21,5,5,7,20,115,,LAC,240,44,81,.543,17,38,.447,24,28,.857,7,31,38,26,2,4,7,14,129,
"January 30, 2021",GSW,240,47,89,.528,17,36,.472,7,10,.700,8,39,47,34,6,5,14,23,118,,DET,240,29,77,.377,9,36,.250,24,32,.750,7,31,38,17,7,4,14,14,91,
"January 30, 2021",DAL,240,44,83,.530,9,29,.310,8,14,.571,5,32,37,22,5,4,15,26,105,,PHO,240,37,81,.457,10,22,.455,27,31,.871,9,33,42,22,9,0,13,19,111,
"January 30, 2021",SAS,240,39,83,.470,13,29,.448,21,26,.808,8,30,38,25,7,5,13,16,112,,MEM,240,51,91,.560,17,35,.486,10,15,.667,10,35,45,34,7,7,14,23,129,
"January 30, 2021",BOS,240,40,82,.488,6,21,.286,9,14,.643,9,33,42,24,10,6,15,16,95,,LAL,240,37,84,.440,9,31,.290,13,19,.684,13,32,45,20,8,4,14,15,96,
"January 30, 2021",NOP,240,41,91,.451,12,41,.293,18,29,.621,10,38,48,27,11,7,14,14,112,,HOU,240,45,92,.489,20,46,.435,16,20,.800,7,38,45,32,8,5,14,24,126,
"January 30, 2021",MIA,240,36,77,.468,11,32,.344,22,26,.846,9,30,39,25,5,4,15,14,105,,SAC,240,41,85,.482,17,45,.378,5,11,.455,12,29,41,22,12,3,17,21,104,
"January 30, 2021",CHO,240,44,92,.478,21,44,.477,17,20,.850,7,34,41,32,8,5,9,20,126,,MIL,240,40,82,.488,18,45,.400,16,24,.667,8,38,46,22,6,6,15,17,114,
"January 30, 2021",CHI,240,43,85,.506,21,45,.467,15,15,1.000,11,32,43,31,5,2,15,14,122,,POR,240,45,88,.511,17,42,.405,16,19,.842,9,26,35,20,11,1,8,17,123,
"January 29, 2021",UTA,240,38,87,.437,20,48,.417,24,26,.923,17,39,56,21,8,5,15,25,120,,DAL,240,37,86,.430,9,33,.273,18,27,.667,8,32,40,20,6,4,11,27,101,
"January 29, 2021",SAS,240,44,81,.543,10,23,.435,21,26,.808,9,32,41,29,8,1,12,18,119,,DEN,240,41,78,.526,14,31,.452,13,20,.650,7,30,37,25,8,5,15,15,109,
"January 29, 2021",ORL,240,32,89,.360,10,33,.303,16,18,.889,12,37,49,20,6,2,17,12,90,,LAC,240,46,94,.489,13,37,.351,11,11,1.000,9,40,49,25,8,5,11,15,116,
"January 29, 2021",OKC,240,40,86,.465,16,38,.421,29,34,.853,6,30,36,23,4,4,12,12,125,,BRK,240,57,100,.570,19,45,.422,14,16,.875,10,40,50,33,7,4,11,25,147,
"January 29, 2021",MIN,240,35,82,.427,10,33,.303,14,18,.778,4,34,38,20,3,4,18,29,94,,PHI,240,39,87,.448,8,16,.500,32,38,.842,12,39,51,20,11,6,10,17,118,
"January 29, 2021",TOR,240,42,86,.488,13,32,.406,27,33,.818,12,23,35,20,14,2,15,27,124,,SAC,240,43,78,.551,16,36,.444,24,31,.774,11,27,38,31,7,5,22,25,126,
"January 29, 2021",NYK,240,39,80,.488,10,27,.370,14,16,.875,8,33,41,20,8,6,13,24,102,,CLE,240,29,84,.345,8,26,.308,15,18,.833,14,29,43,15,8,5,14,20,81,
"January 29, 2021",NOP,240,45,96,.469,21,48,.438,20,28,.714,12,33,45,32,7,3,9,16,131,,MIL,240,48,96,.500,13,35,.371,17,22,.773,12,37,49,29,5,5,12,19,126,
"January 29, 2021",WAS,240,31,85,.365,7,28,.250,31,38,.816,13,34,47,13,6,4,12,27,100,,ATL,240,39,87,.448,12,37,.324,26,34,.765,12,35,47,16,5,4,13,30,116,
"January 29, 2021",CHO,240,43,85,.506,16,37,.432,6,9,.667,9,33,42,35,7,5,17,13,108,,IND,240,42,87,.483,11,35,.314,10,13,.769,9,30,39,30,7,4,16,13,105,
"January 28, 2021",PHO,240,41,88,.466,11,32,.344,21,23,.913,9,48,57,34,7,1,14,14,114,,GSW,240,38,99,.384,11,38,.289,6,8,.750,12,36,48,21,8,1,13,19,93,
"January 28, 2021",MIA,240,40,90,.444,13,33,.394,12,15,.800,8,37,45,24,5,1,13,18,105,,LAC,240,36,87,.414,17,42,.405,20,22,.909,13,42,55,22,11,4,12,20,109,
"January 28, 2021",DET,240,40,87,.460,14,36,.389,13,13,1.000,5,33,38,27,4,2,8,18,107,,LAL,240,36,88,.409,12,28,.429,8,12,.667,12,32,44,25,2,3,11,16,92,
"January 28, 2021",HOU,240,38,90,.422,13,47,.277,15,18,.833,10,37,47,19,8,7,13,12,104,,POR,240,39,93,.419,17,41,.415,6,8,.750,10,39,49,16,6,7,15,16,101,
"January 27, 2021",GSW,240,45,85,.529,15,34,.441,18,23,.783,11,35,46,32,11,5,21,28,123,,MIN,240,37,87,.425,14,36,.389,23,33,.697,11,28,39,23,12,7,17,22,111,
"January 27, 2021",UTA,240,42,91,.462,16,41,.390,16,21,.762,11,39,50,20,7,7,9,18,116,,DAL,240,42,91,.462,12,35,.343,8,9,.889,4,32,36,22,4,7,8,12,104,
"January 27, 2021",PHO,240,36,95,.379,15,43,.349,10,12,.833,9,40,49,19,7,3,13,16,97,,OKC,240,38,85,.447,16,40,.400,10,14,.714,5,43,48,21,7,8,14,19,102,
"January 27, 2021",NOP,240,46,89,.517,17,43,.395,15,24,.625,12,38,50,27,7,4,14,17,124,,WAS,240,37,92,.402,13,38,.342,19,21,.905,11,28,39,29,11,2,11,20,106,
"January 27, 2021",SAS,240,46,82,.561,8,28,.286,10,16,.625,9,37,46,22,5,4,19,16,110,,BOS,240,42,98,.429,10,30,.333,12,14,.857,13,26,39,15,10,4,10,14,106,
"January 27, 2021",TOR,240,38,94,.404,22,55,.400,10,12,.833,10,36,46,26,8,8,11,20,108,,MIL,240,40,93,.430,16,44,.364,19,26,.731,14,45,59,30,9,3,14,14,115,
"January 27, 2021",PHI,240,41,85,.482,9,25,.360,16,26,.615,7,31,38,24,10,7,11,24,107,,LAL,240,41,86,.477,8,24,.333,16,25,.640,6,31,37,20,5,2,11,20,106,
"January 27, 2021",MIA,240,30,80,.375,13,45,.289,9,11,.818,6,32,38,24,6,3,16,13,82,,DEN,240,42,92,.457,14,43,.326,11,11,1.000,12,37,49,29,14,4,13,12,109,
"January 27, 2021",ATL,265,45,94,.479,13,33,.394,25,28,.893,12,25,37,29,3,7,9,18,128,,BRK,265,52,98,.531,11,32,.344,17,20,.850,11,25,36,29,7,10,9,25,132,
"January 27, 2021",ORL,240,40,96,.417,10,26,.385,17,18,.944,17,30,47,25,8,8,14,23,107,,SAC,240,45,92,.489,14,33,.424,17,26,.654,17,33,50,30,8,3,15,18,121,
"January 27, 2021",CLE,240,47,87,.540,11,21,.524,17,23,.739,8,29,37,24,14,7,16,22,122,,DET,240,37,82,.451,11,27,.407,22,29,.759,13,27,40,29,7,5,22,21,107,
"January 27, 2021",CHO,240,37,90,.411,13,38,.342,19,21,.905,11,28,39,28,3,3,11,14,106,,IND,240,45,88,.511,16,40,.400,10,12,.833,11,36,47,34,1,9,12,19,116,
"January 26, 2021",UTA,240,37,92,.402,15,48,.313,19,22,.864,17,36,53,24,6,5,6,14,108,,NYK,240,36,83,.434,10,27,.370,12,17,.706,9,35,44,15,6,4,11,21,94,
"January 26, 2021",HOU,240,37,88,.420,12,37,.324,21,29,.724,8,36,44,16,13,4,13,17,107,,WAS,240,33,85,.388,5,26,.192,17,23,.739,12,38,50,19,7,3,20,22,88,
"January 26, 2021",ATL,240,37,80,.463,10,26,.385,24,25,.960,9,37,46,20,7,9,14,17,108,,LAC,240,36,89,.404,8,26,.308,19,22,.864,13,33,46,23,11,4,12,19,99,
"January 25, 2021",POR,240,46,98,.469,14,41,.341,16,21,.762,15,35,50,17,6,3,8,23,122,,OKC,240,43,84,.512,18,40,.450,21,35,.600,9,34,43,25,5,6,8,19,125,
"January 25, 2021",GSW,240,44,89,.494,14,30,.467,28,37,.757,15,31,46,21,13,10,15,19,130,,MIN,240,39,94,.415,8,24,.333,22,25,.880,16,31,47,26,8,5,18,28,108,
"January 25, 2021",CHI,240,41,88,.466,17,39,.436,4,10,.400,9,32,41,28,4,7,18,16,103,,BOS,240,44,87,.506,15,29,.517,16,20,.800,6,38,44,28,9,6,12,18,119,
"January 25, 2021",DAL,240,41,84,.488,11,32,.344,20,24,.833,8,26,34,26,11,4,11,22,113,,DEN,240,40,79,.506,15,35,.429,22,28,.786,14,35,49,25,9,4,16,20,117,
"January 25, 2021",CLE,240,40,86,.465,9,21,.429,19,22,.864,15,29,44,19,8,3,17,25,108,,LAL,240,42,87,.483,10,32,.313,21,28,.750,15,25,40,21,7,7,13,23,115,
"January 25, 2021",BRK,240,34,85,.400,11,38,.289,19,22,.864,6,43,49,24,6,5,7,18,98,,MIA,240,31,84,.369,11,43,.256,12,17,.706,8,37,45,20,3,7,12,21,85,
"January 25, 2021",ORL,240,42,88,.477,19,37,.514,14,22,.636,10,39,49,31,10,3,15,21,117,,CHO,240,39,89,.438,11,38,.289,19,27,.704,11,30,41,22,5,6,14,20,108,
"January 25, 2021",IND,240,40,78,.513,12,29,.414,37,45,.822,7,38,45,26,5,8,13,25,129,,TOR,240,38,93,.409,14,38,.368,24,27,.889,13,26,39,24,9,6,10,25,114,
"January 25, 2021",DET,240,35,70,.500,17,38,.447,32,38,.842,11,36,47,22,6,6,18,20,119,,PHI,240,40,94,.426,9,28,.321,15,20,.750,13,23,36,15,12,3,9,26,104,
"January 24, 2021",POR,240,39,83,.470,17,46,.370,21,23,.913,9,30,39,19,5,8,11,16,116,,NYK,240,39,86,.453,12,29,.414,23,25,.920,13,34,47,20,9,0,12,20,113,
"January 24, 2021",SAS,240,48,96,.500,15,31,.484,10,11,.909,5,39,44,27,11,5,8,14,121,,WAS,240,39,92,.424,14,42,.333,9,14,.643,12,38,50,23,5,5,14,14,101,
"January 24, 2021",MIL,240,50,91,.549,10,31,.323,19,27,.704,16,36,52,32,4,2,16,16,129,,ATL,240,42,83,.506,14,39,.359,17,22,.773,5,22,27,27,8,4,9,23,115,
